,,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc1,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc2,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc3,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,apc4,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVDZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVTZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCVQZ,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z,aCV5Z
,,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot,low_rung,low_rung,low_rung,low_rung,low_rung,low_rung,pt2,pt2,pt2,pt2,pt2,pt2,tot,tot,tot,tot,tot,tot
,,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx,xx,yy,zz,xy,yz,zx
T145,0846,13.05176347,11.87877921,8.32741721,1.27457613,0.12444644,0.44874139,0.20000142,0.12949799,0.13202907,-0.0035898650000000002,0.01470175,-0.016177505000000002,13.25176489,12.0082772,8.45944628,1.270986265,0.13914819,0.43256389500000003,13.12844422,11.94733119,8.37582491,1.26936634,0.11636106,0.44050785,0.19880037,0.12563943,0.12399877,-0.004518695,0.014876605000000001,-0.016572375,13.32724459,12.07297062,8.49982368,1.2648476450000001,0.131237665,0.42393547,13.14377228,11.96180206,8.39266058,1.26492157,0.11611312,0.43704887,0.19054169,0.11637639,0.11217098,-0.003989535000000001,0.014609915000000001,-0.01662036,13.33431396,12.07817845,8.50483156,1.260932035,0.130723035,0.420428515,13.14468324,11.96380494,8.3930547,1.2648913,0.11589413,0.43705073,0.18864686,0.11409471,0.10917816,-0.00393764,0.014573675000000001,-0.016819920000000002,13.33333011,12.07789965,8.50223287,1.26095366,0.130467805,0.42023081,13.01322307,11.84780484,8.20506985,1.284399,0.11482004,0.45326545,0.20384182,0.13227294,0.12823446,-0.0057290050000000006,0.014043275000000001,-0.01665098,13.2170649,11.98007778,8.33330431,1.278669995,0.128863315,0.43661447,13.13931264,11.95038395,8.37257647,1.27096438,0.11810494,0.44064183,0.20416537,0.12761451,0.12198959,-0.00423047,0.01497342,-0.017040424999999998,13.34347802,12.07799845,8.49456606,1.266733915,0.13307836,0.423601405,13.14324186,11.96170417,8.38838607,1.26558827,0.11608404,0.43755909,0.19655703,0.1203994,0.11472426,-0.004122775,0.014694295,-0.01689142,13.33979889,12.08210357,8.50311033,1.261465495,0.130778335,0.42066767,13.14218822,11.96200399,8.38997339,1.26487027,0.11569766,0.4372427,0.18911084,0.11330608,0.10849732,-0.0041560799999999995,0.014479845,-0.0168412,13.33129906,12.07531007,8.49847071,1.2607141899999998,0.130177515,0.420401495
T145,0847,12.20013073,8.55342125,7.43941071,1.8133912,0.0,-0.0,0.27175171,0.13623585,0.13982036,-0.01980071,-0.0,-0.0,12.47188244,8.6896571,7.57923107,1.7935904900000001,0.0,-0.0,12.32201003,8.6581613,7.4921797,1.84055865,0.0,-0.0,0.28176739,0.14059514,0.14545089,-0.019278795,0.0,0.0,12.60377742,8.79875644,7.63763059,1.82127986,0.0,-0.0,12.35156239,8.68475298,7.52230396,1.8367283,-0.0,0.0,0.26946437,0.12713603,0.13035136,-0.018189945,0.0,0.0,12.62102677,8.81188901,7.65265532,1.8185383549999998,0.0,0.0,12.35576681,8.68750214,7.52472422,1.83757748,0.0,-0.0,0.26688002,0.1241308,0.12679208,-0.018142115,-0.0,0.0,12.62264683,8.81163294,7.6515163,1.819435365,0.0,0.0,12.13052506,8.38547051,7.18063362,1.90940529,0.0,0.0,0.26611497,0.12451131,0.1224491,-0.01647932,-0.0,-0.0,12.39664003,8.50998182,7.30308272,1.8929259649999999,0.0,0.0,12.32301263,8.63708895,7.46956102,1.84869598,0.0,0.0,0.28161927,0.13291546,0.13426459,-0.016533905,-0.0,-0.0,12.6046319,8.77000441,7.60382561,1.8321620749999998,0.0,0.0,12.34881309,8.67503745,7.51043013,1.84002851,0.0,0.0,0.27360989,0.12806203,0.13004169,-0.017369339999999997,0.0,-0.0,12.62242298,8.80309949,7.64047182,1.82265917,0.0,0.0,12.34986261,8.67861041,7.5141675,1.84027396,-0.0,-0.0,0.26404698,0.12158844,0.12367235,-0.017920304999999997,-0.0,0.0,12.61390959,8.80019885,7.63783985,1.82235366,-0.0,0.0
T145,0852,19.08654105,12.31085296,9.82510205,-1.08148264,0.44588339,-0.93216852,0.86225894,0.22345551,0.17498011,-0.167081425,-0.005657215,-0.062812045,19.9488,12.53430847,10.00008216,-1.2485640550000001,0.44022617500000005,-0.9949805599999999,19.17865037,12.39678822,9.90444719,-1.09592847,0.45037047,-0.92578873,0.8362085,0.21691965,0.1678419,-0.16404747,-0.009451035,-0.05881431,20.01485887,12.61370787,10.07228909,-1.25997594,0.44091943499999997,-0.98460304,19.21291703,12.42883017,9.93910581,-1.09630215,0.44639143,-0.92244385,0.81616857,0.20240396,0.15101789,-0.16487536,-0.009604555,-0.05757659,20.0290856,12.63123413,10.0901237,-1.26117751,0.43678688,-0.98002045,19.2180659,12.4324919,9.9417063,-1.09548949,0.44663159,-0.92227929,0.81107713,0.19899777,0.14686781,-0.16485778499999998,-0.00988853,-0.056996345000000004,20.02914304,12.63148968,10.08857411,-1.26034727,0.43674306500000004,-0.979275635,18.98817875,12.17198757,9.61383322,-1.09947345,0.47933445,-0.94883248,0.83876065,0.21566004,0.16062317,-0.169404895,-0.0059857,-0.062484,19.82693941,12.38764761,9.77445639,-1.268878345,0.47334875,-1.011316475,19.18323506,12.39156524,9.89073052,-1.0996708,0.45145712,-0.92717046,0.82749436,0.21294675,0.15894219,-0.164971585,-0.010201345,-0.057399124999999995,20.01072942,12.60451199,10.04967272,-1.2646423900000001,0.44125577,-0.984569585,19.20759102,12.42406028,9.93007022,-1.09538783,0.44763465,-0.92248377,0.81548507,0.20452938,0.15141172,-0.164780175,-0.010067455,-0.05695195,20.02307609,12.62858965,10.08148194,-1.2601680050000001,0.43756719,-0.979435715,19.20874023,12.42391308,9.93130794,-1.09600743,0.44766199,-0.92287198,0.80392704,0.19628951,0.1439254,-0.165404135,-0.00978413,-0.05686236,20.01266727,12.6202026,10.07523334,-1.261411565,0.43787786500000003,-0.97973434
T145,0884,7.506732,5.53443883,5.34295765,-0.03558137,-9.08e-06,-0.00016485,0.16277982,0.17549136,0.15140717,-0.00633948,-8.5e-07,-4.85e-07,7.66951182,5.70993019,5.49436481,-0.04192085,-9.93e-06,-0.00016534,7.54106621,5.56483613,5.37427839,-0.04650794,-8.15e-06,-0.00016436,0.15900318,0.17175507,0.14501514,-0.008608765,-9.8e-07,-4.7e-07,7.70006939,5.7365912,5.51929352,-0.055116715,-9.13e-06,-0.00016482,7.55259271,5.57982753,5.38835753,-0.04784972,-8.1e-06,-0.00016407,0.15639332,0.16878864,0.14137677,-0.00937592,-9.6e-07,-5.1e-07,7.70898603,5.74861617,5.5297343,-0.057225639999999994,-9.06e-06,-0.00016458,7.55334045,5.58043606,5.38886198,-0.04785792,-8.11e-06,-0.00016409,0.15532756,0.16793195,0.14023726,-0.009725815,-9.5e-07,-4.9e-07,7.70866801,5.748368,5.52909924,-0.057583739999999994,-9.06e-06,-0.00016458,7.50193226,5.51370898,5.32315998,-0.04235259,-8.49e-06,-0.00016558,0.16120603,0.17439899,0.14851641,-0.008166345,-9.6e-07,-4.1e-07,7.66313829,5.68810798,5.47167639,-0.050518935,-9.45e-06,-0.00016599,7.54896109,5.57169296,5.37915293,-0.04626483,-8.29e-06,-0.00016461,0.16117597,0.17299404,0.14514027,-0.009636895,-9.7e-07,-5.7e-07,7.71013706,5.744687,5.52429321,-0.055901735,-9.26e-06,-0.00016518,7.55363953,5.57991245,5.38740213,-0.04768469,-8.18e-06,-0.00016424,0.15796776,0.16989711,0.14202316,-0.009839420000000001,-9.6e-07,-5.5e-07,7.71160729,5.74980956,5.52942529,-0.057524115,-9.13e-06,-0.00016479,7.55318279,5.58007337,5.38831749,-0.04783616,-8.12e-06,-0.00016412,0.15605349,0.16835446,0.14040807,-0.0099629,-9.5e-07,-5.2e-07,7.70923628,5.74842784,5.52872556,-0.057799055,-9.07e-06,-0.00016464
T145,0886,9.33853366,5.28765362,4.176835,-0.34333157,-1.1e-07,-1.26e-06,0.12092241,0.04621545,0.05231583,0.08806037,1e-08,7e-08,9.45945607,5.33386907,4.22915082,-0.25527119499999995,-1e-07,-1.18e-06,9.37177073,5.33512087,4.16844733,-0.33403737,-9e-08,-1.25e-06,0.12022391,0.04531334,0.04709631,0.08305536,2e-08,7e-08,9.49199464,5.38043421,4.21554364,-0.25098201,-8e-08,-1.17e-06,9.38243188,5.34904551,4.17976614,-0.33420904,-9e-08,-1.24e-06,0.11655028,0.0414458,0.04252181,0.0824221,2e-08,7e-08,9.49898216,5.39049131,4.22228795,-0.251786945,-8e-08,-1.17e-06,9.38324485,5.3496058,4.18034276,-0.33420911,-9e-08,-1.24e-06,0.11523598,0.04039595,0.04115338,0.082301175,2e-08,7e-08,9.49848083,5.39000174,4.22149614,-0.25190793499999997,-7e-08,-1.17e-06,9.34725257,5.25351709,4.09063517,-0.31303504,-1.1e-07,-1.29e-06,0.12272293,0.05061189,0.05157388,0.08406108000000001,1e-08,7e-08,9.4699755,5.30412899,4.14220905,-0.228973965,-9e-08,-1.22e-06,9.38168564,5.33044075,4.16706135,-0.32997277,-1e-07,-1.26e-06,0.12160813,0.0453989,0.0459409,0.08277634,2e-08,7e-08,9.50329376,5.37583965,4.21300225,-0.24719643000000002,-8e-08,-1.19e-06,9.38332856,5.3455123,4.17966967,-0.33382488,-9e-08,-1.24e-06,0.11833893,0.04210897,0.0425795,0.08251267500000001,2e-08,7e-08,9.50166749,5.38762127,4.22224917,-0.251312205,-8e-08,-1.17e-06,9.38303002,5.34836971,4.1796751,-0.33399555,-9e-08,-1.24e-06,0.11602719,0.04057348,0.04127306,0.082382705,2e-08,7e-08,9.49905721,5.38894319,4.22094817,-0.25161283999999995,-7e-08,-1.17e-06
T145,0890,6.94162138,6.29757538,5.8943087,-0.38079431,-0.14909404,-0.07720211,0.27333671,0.25046371,0.23500229,0.01739369,0.032135665,0.00489048,7.21495808,6.5480391,6.12931099,-0.36340062,-0.116958375,-0.07231162499999999,6.96792175,6.33092514,5.92447187,-0.38598674,-0.14512092,-0.07149507,0.27142237,0.24612605,0.22816059,0.014655125,0.031386725,0.004009075,7.23934412,6.57705119,6.15263247,-0.371331615,-0.11373419,-0.067486005,6.98018808,6.34190364,5.93626422,-0.38502891,-0.14421002,-0.07118729,0.27047123,0.2434284,0.22430462,0.01422282,0.031153625,0.0038918,7.2506593,6.58533204,6.16056884,-0.370806085,-0.113056405,-0.06729548499999999,6.98071715,6.34236947,5.93677148,-0.38503345,-0.14418773,-0.07116851,0.27000861,0.24238499,0.22289077,0.014155355,0.031112025,0.003857325,7.25072576,6.58475446,6.15966224,-0.370878095,-0.113075705,-0.067311185,6.94114968,6.28445336,5.88296328,-0.38760228,-0.145318,-0.07318939,0.27263512,0.24529418,0.23013278,0.014697664999999999,0.03152407,0.004357705,7.2137848,6.52974754,6.11309606,-0.372904625,-0.11379392499999999,-0.06883169,6.9750576,6.33204671,5.92672369,-0.38565435,-0.14496963,-0.07225576,0.27430448,0.24578219,0.22657054,0.013954965,0.031273845,0.00368921,7.24936208,6.5778289,6.15329423,-0.371699385,-0.113695785,-0.068566555,6.98034593,6.3408915,5.93507429,-0.38532543,-0.14448183,-0.07149829,0.27204223,0.2437712,0.22403404,0.01404406,0.03115951,0.003806175,7.25238816,6.5846627,6.15910833,-0.37128137,-0.113322315,-0.067692115,6.98037258,6.34175957,5.93598111,-0.3851185,-0.14421647,-0.07118052,0.27058207,0.2424314,0.22265469,0.014094665,0.031129355,0.00386709,7.25095465,6.58419097,6.1586358,-0.371023835,-0.113087105,-0.06731343000000001
T145,0909,14.56308776,4.9405413,4.84038375,-0.21059932,2.15e-06,8.243e-05,0.24096818,0.02687805,0.03682387,0.01100389,-3.2e-07,1.66e-06,14.80405593,4.96741936,4.87720762,-0.19959543000000002,1.83e-06,8.409e-05,14.62194107,4.98984986,4.87125274,-0.20886782,2.89e-06,8.349e-05,0.25229977,0.01297465,0.01989523,0.00987554,-2e-07,1.73e-06,14.87424084,5.00282451,4.89114796,-0.19899228000000002,2.7e-06,8.523e-05,14.63055571,5.01030495,4.89233598,-0.2072311,2.89e-06,8.345e-05,0.24513826,0.00709537,0.01367853,0.010092875000000001,-1.8e-07,1.72e-06,14.87569397,5.01740033,4.90601452,-0.197138215,2.71e-06,8.517e-05,14.63113527,5.01133745,4.89306021,-0.20716114,2.91e-06,8.345e-05,0.24236385,0.00581511,0.0123295,0.01028664,-1.7e-07,1.71e-06,14.87349913,5.01715256,4.90538971,-0.1968745,2.73e-06,8.516e-05,14.57338016,4.82526127,4.70837203,-0.20849759,2.82e-06,8.443e-05,0.26274403,0.01623254,0.02358964,0.00786178,-2.3e-07,1.74e-06,14.8361242,4.84149381,4.73196167,-0.20063581,2.59e-06,8.617e-05,14.61982393,4.98116212,4.86411327,-0.20920393,2.84e-06,8.339e-05,0.25353322,0.01282795,0.01916093,0.00919117,-1.7e-07,1.71e-06,14.87335715,4.99399007,4.8832742,-0.20001276,2.67e-06,8.51e-05,14.62766547,5.00533453,4.88900117,-0.20777055,2.83e-06,8.339e-05,0.24699835,0.00855203,0.01506073,0.010031874999999999,-1.7e-07,1.72e-06,14.87466382,5.01388656,4.9040619,-0.197738675,2.66e-06,8.511e-05,14.63010077,5.00819028,4.89021917,-0.2072621,2.89e-06,8.343e-05,0.24316647,0.00659564,0.01310713,0.01036664,-1.7e-07,1.71e-06,14.87326723,5.01478592,4.9033263,-0.196895455,2.72e-06,8.514e-05
T145,0936,10.64147559,11.68236273,7.40112687,0.25527133,0.0,0.0,0.22913809,0.52413575,0.15443051,-0.05641728,-0.0,-0.0,10.87061368,12.20649848,7.55555738,0.19885404499999998,0.0,0.0,10.74525219,11.82764583,7.42533816,0.27526597,-0.0,0.0,0.2235144,0.53276145,0.14476159,-0.036908895,0.0,0.0,10.96876659,12.36040728,7.57009975,0.238357085,-0.0,0.0,10.76417642,11.85224077,7.4456869,0.2786561,0.0,-0.0,0.21833016,0.53008554,0.13603098,-0.031265995,0.0,-0.0,10.98250658,12.38232631,7.58171788,0.247390105,0.0,-0.0,10.76538961,11.85389255,7.44676316,0.27873057,0.0,-0.0,0.21678273,0.52954241,0.13361946,-0.029751555,0.0,0.0,10.98217234,12.38343496,7.58038262,0.248979015,0.0,-0.0,10.69952094,11.76971781,7.36321457,0.26659235,-0.0,-0.0,0.23090079,0.53194519,0.14795075,-0.040928055000000005,-0.0,0.0,10.93042172,12.30166301,7.51116532,0.22566428500000002,-0.0,-0.0,10.75551266,11.83995298,7.43574942,0.27660006,0.0,-0.0,0.22547362,0.53800682,0.14035744,-0.03068027,-0.0,0.0,10.98098628,12.37795979,7.57610686,0.24591979,0.0,-0.0,10.76300121,11.85084073,7.44427865,0.2788885,-0.0,0.0,0.21945456,0.5327955,0.13472145,-0.029327680000000002,0.0,-0.0,10.98245577,12.38363624,7.5790001,0.24956082,-0.0,-0.0,10.76308457,11.85076498,7.44484394,0.27901371,0.0,-0.0,0.21613178,0.52919237,0.13200414,-0.028839885,0.0,0.0,10.97921636,12.37995735,7.57684808,0.250173825,0.0,-0.0
T145,0969,6.83790476,8.09053648,9.4994863,0.03446244,-0.0,0.0,0.22549392,0.29447207,0.29685551,-0.015078049999999999,0.0,-0.0,7.06339868,8.38500855,9.79634181,0.01938439,-0.0,0.0,6.84265527,8.11240888,9.55333995,0.04446171,0.0,-0.0,0.22548785,0.29765371,0.29593281,-0.016382105,-0.0,-0.0,7.06814312,8.41006259,9.84927276,0.028079605,0.0,-0.0,6.87789122,8.15158518,9.5916245,0.04174703,0.0,-0.0,0.21297053,0.28812802,0.28539367,-0.016489129999999998,0.0,-0.0,7.09086174,8.43971321,9.87701817,0.0252579,0.0,-0.0,6.88155583,8.15563809,9.59568012,0.0415861,0.0,0.0,0.21028011,0.28590529,0.28277959,-0.016595645,-0.0,-0.0,7.09183594,8.44154338,9.87845972,0.024990449999999997,0.0,0.0,6.65775175,7.93484196,9.41381845,0.05611484,0.0,0.0,0.20412129,0.27332611,0.27815906,-0.01340306,-0.0,0.0,6.86187304,8.20816807,9.69197751,0.042711775,0.0,0.0,6.83756056,8.11915261,9.5606394,0.04335456,0.0,0.0,0.21191157,0.2876427,0.28712319,-0.016204065,-0.0,-0.0,7.04947213,8.40679531,9.84776259,0.027150495,0.0,0.0,6.87566442,8.15228235,9.58905089,0.04144724,0.0,-0.0,0.21004646,0.28633326,0.28403055,-0.01647336,-0.0,0.0,7.08571089,8.4386156,9.87308144,0.024973875,0.0,-0.0,6.87629536,8.15148856,9.59122279,0.04190278,0.0,0.0,0.20760094,0.28381536,0.28064002,-0.016548855,0.0,-0.0,7.0838963,8.43530392,9.87186281,0.025353925,0.0,-0.0
T145,0974,6.44047958,5.38214726,5.19159825,0.02867863,0.02394419,0.31048135,0.20744412,0.26024032,0.22271344,-0.044718595,-0.00421819,-0.039932645,6.6479237,5.64238758,5.41431169,-0.016039965,0.019726010000000002,0.270548705,6.4571767,5.39963759,5.20999073,0.02503301,0.02939728,0.31229165,0.20388108,0.25665867,0.21570603,-0.04684741,-0.00592109,-0.03823562,6.66105779,5.65629626,5.42569676,-0.0218144,0.02347619,0.27405603,6.47002688,5.41411126,5.22232239,0.02474785,0.02938012,0.31085801,0.20153292,0.25425941,0.21223422,-0.04720792,-0.00608504,-0.03842207,6.6715598,5.66837067,5.43455661,-0.02246007,0.023295085,0.27243594,6.47067077,5.41479773,5.22287217,0.02480163,0.02939602,0.31086645,0.20058527,0.25327619,0.21094856,-0.04725033,-0.0060613,-0.03847478,6.67125605,5.66807392,5.43382073,-0.022448705,0.023334729999999998,0.27239167,6.42322107,5.36339924,5.16881957,0.03039847,0.02232643,0.31493062,0.20333116,0.25547859,0.21378845,-0.045281715,-0.0065340599999999995,-0.037235115,6.62655223,5.61887783,5.38260802,-0.01488324,0.015792374999999997,0.27769550499999995,6.463996,5.40668346,5.21395324,0.02541624,0.02825006,0.3116032,0.20520553,0.25685375,0.21368382,-0.047290345,-0.00631108,-0.037914655000000005,6.66920154,5.6635372,5.42763706,-0.021874104999999998,0.021938979999999997,0.27368854499999995,6.47012719,5.41444724,5.22168888,0.02457592,0.02896374,0.31092744,0.20264885,0.25484694,0.21205165,-0.04730986,-0.006041505,-0.038286925,6.67277604,5.66929418,5.43374053,-0.02273394,0.02292224,0.272640525,6.47022733,5.41448873,5.22224037,0.02479846,0.02934978,0.31093915,0.20086687,0.25343388,0.21071029,-0.04726984,-0.00603278,-0.038439680000000004,6.6710942,5.66792261,5.43295066,-0.022471375000000002,0.023316999999999997,0.27249946
T145,0976,15.81436774,7.80622857,7.48986024,1.07138493,0.00268726,-0.36847629,0.70225812,0.20247805,0.1713778,0.05701572,0.00020751,-0.022807535,16.51662586,8.00870662,7.66123804,1.1284006500000001,0.00289477,-0.39128383,15.90784691,7.84631,7.54274112,1.08394422,0.01100304,-0.36744188,0.67840607,0.1937108,0.16326309,0.052620885,0.00084694,-0.021679415,16.58625298,8.0400208,7.70600422,1.1365651049999999,0.01184998,-0.38912129500000003,15.93948181,7.88128544,7.57755436,1.08151814,0.01082885,-0.36649257,0.66687031,0.18213684,0.15085382,0.051880380000000004,0.0010900950000000001,-0.021630715000000002,16.60635212,8.06342228,7.72840818,1.13339852,0.01191894,-0.38812328500000004,15.9434892,7.88404597,7.58040512,1.08150637,0.01083625,-0.36647581,0.66305751,0.17920526,0.14756918,0.051477815,0.00116398,-0.02160315,16.6065467,8.06325122,7.7279743,1.132984185,0.01200022,-0.388078955,15.82793109,7.63991714,7.31702742,1.11067571,0.00626734,-0.37415281,0.68822204,0.18684947,0.1565411,0.057389789999999996,0.00074259,-0.022367135000000003,16.51615313,7.8267666,7.47356852,1.1680655,0.00700993,-0.39651993500000005,15.92358329,7.84010062,7.53203078,1.08597808,0.00962537,-0.36707516,0.67432426,0.18578392,0.15443574,0.052671474999999995,0.001220045,-0.02114421,16.59790754,8.02588455,7.68646653,1.1386495600000002,0.01084542,-0.38821937,15.93861966,7.87739793,7.57251965,1.0816743,0.01063948,-0.3662947,0.66636563,0.18086122,0.14904084,0.05171857,0.00120903,-0.02152607,16.60498529,8.05825916,7.7215605,1.133392875,0.01184851,-0.38782076,15.93905191,7.87600042,7.57184356,1.08208042,0.01069963,-0.36674628,0.6610635,0.17725684,0.14543156,0.05129573,0.00123645,-0.021651975,16.60011541,8.05325725,7.71727511,1.13337615,0.01193608,-0.38839826
T145,0987,13.13724872,8.42837753,6.2253246,0.0,4.675e-05,-6.67e-06,0.55608683,0.11601186,0.10189399,0.0,2.3e-07,-3e-07,13.69333555,8.54438939,6.32721859,0.0,4.698e-05,-6.97e-06,13.19937199,8.44552946,6.16707654,0.0,4.835e-05,-6.74e-06,0.54047392,0.11359576,0.09050922,0.0,4.1e-07,-2.9e-07,13.73984591,8.55912522,6.25758576,0.0,4.877e-05,-7.03e-06,13.21515441,8.4640656,6.18187103,0.0,4.842e-05,-6.73e-06,0.53469505,0.10816062,0.08238901,0.0,4.7e-07,-2.9e-07,13.74984946,8.57222622,6.26426004,0.0,4.889e-05,-7.02e-06,13.2164595,8.46478456,6.18280031,0.0,4.842e-05,-6.73e-06,0.5325099,0.10657873,0.07989627,0.0,4.9e-07,-2.9e-07,13.74896939,8.57136329,6.26269658,0.0,4.89e-05,-7.02e-06,13.19278743,8.37596879,6.07974412,0.0,4.876e-05,-6.82e-06,0.55374547,0.11929775,0.10218952,0.0,2.9e-07,-3e-07,13.7465329,8.49526654,6.18193364,0.0,4.905e-05,-7.12e-06,13.21990058,8.45010331,6.1697162,0.0,4.839e-05,-6.75e-06,0.54538811,0.11353074,0.08944403,0.0,4.3e-07,-3e-07,13.76528869,8.56363405,6.25916023,0.0,4.882e-05,-7.05e-06,13.21789491,8.46196449,6.18217415,0.0,4.837e-05,-6.73e-06,0.53822681,0.10926846,0.08291703,0.0,4.8e-07,-2.9e-07,13.75612172,8.57123295,6.26509118,0.0,4.885e-05,-7.03e-06,13.21642217,8.46361085,6.18248668,0.0,4.84e-05,-6.73e-06,0.53382366,0.10705014,0.08010876,0.0,4.9e-07,-2.9e-07,13.75024583,8.57066099,6.26259545,0.0,4.889e-05,-7.02e-06
T145,0989,14.27628853,14.27630227,11.52601968,0.0,-1.1e-05,0.0,0.25904419,0.25904037,0.27151643,0.0,3.2999999999999997e-06,-0.0,14.53533272,14.53534264,11.7975361,0.0,-7.7e-06,0.0,14.37566556,14.37567709,11.62503789,0.0,-1.008e-05,0.0,0.26198685,0.2619835,0.28050305,0.0,2.39e-06,0.0,14.63765241,14.63766059,11.90554094,0.0,-7.69e-06,0.0,14.39833337,14.39834509,11.65092856,0.0,-9.89e-06,0.0,0.2439079,0.24390365,0.26475041,0.0,3.2e-07,0.0,14.64224127,14.64224874,11.91567896,0.0,-9.57e-06,0.0,14.40132097,14.40133312,11.65284234,-0.0,-1.032e-05,0.0,0.2396263,0.2396229,0.26145399,-0.0,4.2e-07,0.0,14.64094727,14.64095602,11.91429632,-0.0,-9.905000000000001e-06,0.0,14.04182158,14.04183184,11.25906118,-0.0,-1.222e-05,0.0,0.24305012,0.24304732,0.26423388,-0.0,-3.7e-07,-0.0,14.2848717,14.28487917,11.52329506,-0.0,-1.259e-05,-0.0,14.36440538,14.36441805,11.60824686,0.0,-1.111e-05,0.0,0.25890741,0.2589031,0.27785315,0.0,7.4e-07,-0.0,14.62331279,14.62332115,11.88610001,0.0,-1.037e-05,0.0,14.39001932,14.39003057,11.63916672,0.0,-9.87e-06,0.0,0.2503931,0.25038927,0.27067378,-0.0,7.900000000000001e-07,-0.0,14.64041242,14.64041984,11.9098405,0.0,-9.075e-06,0.0,14.39261473,14.39262679,11.64281186,-0.0,-1.018e-05,-0.0,0.23424985,0.23424616,0.2580859,-0.0,7.55e-07,0.0,14.62686458,14.62687295,11.90089775,-0.0,-9.424999999999999e-06,-0.0
